Date,Open,High,Low,Close,Volume,Variation,RSI,MACD,MACD_H,-DM,+DM,ADX14,Confirmation Time,Transactions,Miners Revenue,FnG
2018-02-01,10237.299805,10288.799805,8812.280273,9170.540039,-0.2921461211309296,-2.7122130191710787,-1.043522982409889,-1.108358923450474,-0.4759071295305209,1.3191608710538834,-0.3234078878582856,0.5214099536224317,1.1447503845638827,-0.7746916137414825,-0.18689166755736014,-0.5832088466882379
2018-02-02,9142.280273,9142.280273,7796.490234,8830.75,-0.15267592855548595,-1.0114810957487206,-1.2041720316070732,-1.202571190524258,-0.6545339730676263,1.4025177381329057,-0.3234078878582856,0.3934720978425716,1.1447503845638827,-0.7746916137414825,-0.18689166755736014,-1.2444072029327142
2018-02-03,8852.120117,9430.75,8251.629883,9174.910156,-0.4279934190954946,0.9556039460955723,-1.6329003920453529,-1.2352939221675994,-0.618232742904399,-0.2691984176778472,0.2879770642269,0.40978542302561033,1.114248947655071,-0.7746916137414825,-0.18689166755736014,-0.1424099425252536
2018-02-04,9175.700195,9334.870117,8031.220215,8277.009766,-0.4375807188953769,-2.584947185558093,-1.6268297032192105,-1.3203787329684087,-0.741793761023222,0.09353638847876553,-0.3234078878582856,0.4275727300643464,1.114248947655071,-1.144752259251936,-0.264495656951235,-0.8476881891860285
2018-02-05,8270.540039,8364.839844,6756.680176,6955.27002,-0.3261184214867795,-4.184569383123881,-1.8142951831297975,-1.4799529407763024,-1.0577315703125334,1.8283503794353002,-0.3234078878582856,0.46248318017600726,1.114248947655071,-1.144752259251936,-0.264495656951235,-1.420726764597908
2018-02-06,7051.75,7850.700195,6048.259766,7754.0,-0.08852715163022525,2.9185465586090347,-1.2124905948640208,-1.5237928405108345,-0.9731902620012906,0.8966703140818629,-0.3234078878582856,0.5055586440406196,0.4533844812974832,-1.144752259251936,-0.264495656951235,-1.5529664358468034
2018-02-07,7755.490234,8509.110352,7236.790039,7621.299805,-0.33196483128338716,-0.4955885367078413,-1.4574072790770947,-1.5521316626851396,-0.8603814791940695,-0.2691984176778472,1.0720316491640673,0.5256680745808722,0.4533844812974832,-1.959888656322622,-0.5967342892950398,-0.3187295041904473
2018-02-08,7637.859863,8558.769531,7637.859863,8265.589844,-0.3230210746896606,2.134561002518391,-1.0636295334605925,-1.5048766573272148,-0.5498267488859117,-0.2691984176778472,-0.21815984297936902,0.5961953471624482,0.4533844812974832,-1.959888656322622,-0.5967342892950398,-0.5832088466882379
2018-02-09,8271.839844,8736.980469,7884.709961,8736.980469,-0.4521314627521351,1.4228270388554873,-0.8301399651476228,-1.4129813584060138,-0.17128503330493888,-0.2691984176778472,0.0542937410900657,0.6267834070911285,0.20760478678590039,-1.959888656322622,-0.5967342892950398,0.03390961913994012
2018-02-10,8720.080078,9122.549805,8295.469727,8621.900391,-0.40193024177896536,-0.3935885808150149,-0.9475637010850131,-1.334806211328911,0.09156286348232137,-0.2691984176778472,0.493770720335417,0.5985879306337242,0.20760478678590039,-2.4534479350522633,-0.4558770742402662,0.4747085233029244
2018-02-11,8616.129883,8616.129883,7931.100098,8129.970215,-0.48552521670774346,-1.5290545518831586,-1.178449584072971,-1.2988883419999897,0.17868821797135198,0.330455617210823,-0.3234078878582856,0.6556422070988378,0.20760478678590039,-2.4534479350522633,-0.4558770742402662,-0.5391289562719395
2018-02-12,8141.430176,8985.919922,8141.430176,8926.570313,-0.47875958848688255,2.4824400742962567,-0.7467899911795873,-1.1918013887999839,0.45580090519006516,-0.2691984176778472,0.4603279572399207,0.6699690856201574,0.27656455718843015,-2.4534479350522633,-0.4558770742402662,-0.05425016169265674
2018-02-13,8926.719727,8958.469727,8455.410156,8598.30957,-0.5069670927408872,-1.0042647402382532,-0.5841682872343175,-1.1215642679022746,0.5700973402316281,-0.2691984176778472,-0.3234078878582856,0.7227989796335422,0.27656455718843015,-1.522212225263263,-0.16049571079479583,-0.3628093946067457
2018-02-14,8599.919922,9518.540039,8599.919922,9494.629883,-0.39543626356710204,2.6444282462964948,-0.30712396271085957,-0.9815080834278975,0.8650124453745786,-0.2691984176778472,0.8636094273640331,0.7464863171661066,0.27656455718843015,-1.522212225263263,-0.16049571079479583,0.5187884137192228
2018-02-15,9488.320313,10234.799805,9395.580078,10166.400391,-0.3373440587981835,1.7778763099020571,0.1653854513137785,-0.806589864998305,1.2025450822105705,-0.2691984176778472,1.194638554208952,0.6016320273310644,0.2650712621213414,-1.522212225263263,-0.16049571079479583,1.2240666603799977
